Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2011-03-18,36.3635,37.0143,35.9789,36.2495,43875.529749317
2011-03-21,37.1308,38.3586,37.1308,37.9365,79709.896291971
2011-03-22,38.1662,38.3193,37.5903,37.6864,40943.990349022
2011-03-23,37.974,37.974,37.5903,37.974,18531.936722151
2011-03-24,38.2811,38.2811,36.5558,37.6864,49421.240611623
2011-03-25,37.6864,37.8965,37.5537,37.8965,14487.258664247
2011-03-28,37.974,37.974,37.5537,37.9365,92893.595535637
2011-03-29,37.974,38.2623,37.6295,38.1662,19125.532310423
2011-03-30,38.2811,38.5108,38.2428,38.4342,26338.012567121
2011-03-31,38.3968,39.3156,38.3968,39.3156,123487.86478618
2011-04-01,39.4321,39.4712,38.9328,39.2407,7594.497219448
2011-04-04,39.0476,39.2407,39.0476,39.1242,51766.237044496
2011-04-05,39.0476,39.3947,38.9328,39.0476,19409.988018069
2011-04-06,38.9328,39.1642,38.5508,38.8953,16975.658387752
2011-04-07,39.2025,42.0788,39.1242,41.8492,145001.88469139
2011-04-08,41.0427,41.5803,40.966,41.3114,38714.186723377
2011-04-11,41.0427,41.4272,40.3518,40.3518,10015.897044872
2011-04-12,40.3153,41.2332,40.3153,41.0435,27318.326865376
2011-04-13,41.0427,42.0405,41.0427,41.81,39942.518188216
2011-04-14,41.8492,41.8492,41.5037,41.7717,9133.1440017197
2011-04-15,41.7717,41.81,41.1201,41.7717,50814.133229645
2011-04-18,41.7717,41.9257,41.0427,41.0427,9277.72272916
2011-04-19,40.852,41.6186,40.6598,41.5803,10239.230038479
2011-04-20,41.5037,41.7351,41.0427,41.7351,23313.613658959
2011-04-21,41.4655,41.5803,41.2349,41.2349,34935.157384184
2011-04-26,41.3488,42.0788,41.3488,41.8874,38754.151574864
2011-04-27,42.0014,42.0014,40.5058,40.7738,37477.627200879
2011-04-28,40.9286,40.9286,40.4675,40.6598,15701.484887384
2011-04-29,41.0435,41.3514,40.7355,41.3514,8745.2498549285
2011-05-02,41.1966,41.81,41.1966,41.81,7730.8478892291
2011-05-04,41.81,41.81,41.0427,41.2349,10723.510003563
2011-05-05,41.0435,41.1957,40.8129,40.9686,18895.146695965
2011-05-06,40.852,41.0427,40.3144,41.0427,36491.435718583
2011-05-09,41.0427,41.1201,40.4301,40.6598,19927.180213791
2011-05-10,40.4675,40.8138,40.0838,40.2761,23549.876457458
2011-05-11,40.2761,40.2761,39.3156,39.4712,26004.188513519
2011-05-12,39.4712,39.5088,37.974,39.5088,83220.926038835
2011-05-13,39.5096,40.2761,39.3539,40.083,12726.454325176
2011-05-16,40.1604,40.2761,39.5479,39.8158,4159.8708651333
2011-05-17,40.3518,40.3518,38.7439,39.0501,14965.661445288
2011-05-18,39.4712,39.4712,37.7069,37.7825,52886.428322956
2011-05-19,38.396,39.1242,37.8208,38.3586,118144.32905493
2011-05-20,39.1259,39.6993,38.4725,38.7439,55099.775833283
2011-05-23,39.1642,39.6627,38.743,39.0876,26926.906408159
2011-05-24,39.1642,39.3539,38.321,39.0501,72200.030522732
2011-05-25,39.1259,39.1259,38.3593,38.5099,88618.531863275
2011-05-26,38.931,38.931,38.5491,38.5491,57282.56198659
2011-05-27,38.7039,38.7039,38.5491,38.629,56154.14265047
2011-05-30,39.1259,39.5096,39.1259,39.4347,49027.469280789
2011-05-31,39.4347,39.4347,38.8571,38.8571,129402.66280635
2011-06-01,39.5096,39.5096,38.8188,38.8188,264145.33503352
2011-06-02,39.5768,39.5768,38.8605,39.1973,80068.404518551
2011-06-03,39.4508,39.4508,38.145,38.3543,42472.058200017
2011-06-06,38.7133,38.8809,38.5235,38.6911,32416.196303659
2011-06-07,38.4827,38.4827,37.6379,37.6379,24651.260746983
2011-06-08,37.512,37.512,36.2895,37.0892,163777.13683289
2011-06-09,37.0892,37.0892,36.543,36.8799,50701.291296033
2011-06-10,37.8923,37.9332,36.8799,36.8799,30353.304704814
2011-06-13,36.9012,37.0892,36.9012,37.0262,55599.336476878
2011-06-14,37.512,37.512,36.9429,37.3002,23914.261868081
2011-06-15,37.512,37.5332,36.7319,36.7319,53445.936243782
2011-06-16,36.8799,37.0892,36.6272,36.9846,14658.872438282
2011-06-17,37.0058,37.0892,36.6272,37.0687,20463.179398447
2011-06-20,37.0483,37.0483,36.2487,36.3516,14663.574185515
2011-06-21,35.4039,36.2053,34.9819,35.3196,62103.028338077
2011-06-22,35.5952,36.8595,35.5952,36.6689,20847.547234813
2011-06-24,36.2487,37.3223,36.2487,37.1121,35949.559349884
2011-06-27,37.2585,37.3223,36.7115,37.3002,76984.058333157
2011-06-28,37.3002,37.512,36.9225,37.0892,94314.698637064
2011-06-29,37.512,38.0599,37.3002,37.9332,34721.227885044
2011-06-30,38.3117,38.7337,38.0803,38.5652,31869.618187725
2011-07-01,38.7771,38.7771,38.5652,38.7771,7365.2870417986
2011-07-04,38.7771,39.1557,38.1867,38.5652,11601.561299482
2011-07-05,38.3543,38.7771,38.3543,38.7771,15505.186940371
2011-07-06,38.755,38.755,37.512,38.5652,30902.233694364
2011-07-07,38.6061,38.6061,38.0165,38.145,34563.719352711
2011-07-08,38.3968,38.3968,37.512,37.8072,10382.633329111
2011-07-11,37.7434,37.9332,36.7115,37.3002,11462.859756083
2011-07-12,36.2487,36.6689,35.4039,36.4997,32771.178219813
2011-07-13,36.4997,37.0483,36.4997,37.0058,15680.327024831
2011-07-14,36.8799,36.9225,36.6689,36.9225,1053.1913803785
2011-07-15,36.9012,37.0892,36.7948,37.0687,6869.2527086293
